side	eta	phi	depth	dphi	det	RBX	wedge	rm	BV/pix	card	QIE	rm_fib	fib_ch	pp col	pp row	pp coupler	pp LC	dodec	crate	uhtr	uhtr_fib	fedid	QIEid		i	cr	sl	tb	dcc	spigot	uhtr_fib	fib_ch	subdet	RM	rm_fib	fib_ch		i	cr	sl	tb	dcc	spigot	uhtr_fib	fib_ch	subdet	ieta	iphi	depth
1	20	65	1	1	ngHE	HEP17	17	3	3	4	2	7	1	2	3	HEP17_RM3B	3	5	34	12	16	1114	600549		4E280CE1	34	12	u	0	0	16	1	CRF	3	7	1		45901	34	12	u	0	0	16	1	HE	20	65	1
1	21	65	1	2	ngHE	HEP17	17	3	4	4	3	7	2	2	3	HEP17_RM3B	3	5	34	12	16	1114	600549		4E280CE2	34	12	u	0	0	16	2	CRF	3	7	2		45901	34	12	u	0	0	16	2	HE	21	65	1
1	23	65	1	2	ngHE	HEP17	17	3	5	4	4	7	3	2	3	HEP17_RM3B	3	5	34	12	16	1114	600549		4E280CE3	34	12	u	0	0	16	3	CRF	3	7	3		45901	34	12	u	0	0	16	3	HE	23	65	1
1	19	65	4	1	ngHE	HEP17	17	3	10	4	5	7	4	2	3	HEP17_RM3B	3	5	34	12	16	1114	600549		4E280CE4	34	12	u	0	0	16	4	CRF	3	7	4		45904	34	12	u	0	0	16	4	HE	19	65	4
1	25	65	1	2	ngHE	HEP17	17	3	6	4	6	7	5	2	3	HEP17_RM3B	3	5	34	12	16	1114	600549		4E280CE5	34	12	u	0	0	16	5	CRF	3	7	5		45901	34	12	u	0	0	16	5	HE	25	65	1
1	19	65	6	1	ngHE	HEP17	17	3	41	4	7	8	0	2	3	HEP17_RM3B	4	6	34	12	17	1114	600549		4E280D00	34	12	u	0	0	17	0	CRF	3	8	0		45916	34	12	u	0	0	17	0	HE	19	65	6
1	23	65	4	2	ngHE	HEP17	17	3	25	4	8	8	1	2	3	HEP17_RM3B	4	6	34	12	17	1114	600549		4E280D01	34	12	u	0	0	17	1	CRF	3	8	1		45914	34	12	u	0	0	17	1	HE	23	65	4
1	21	65	2	2	ngHE	HEP17	17	3	20	4	9	8	2	2	3	HEP17_RM3B	4	6	34	12	17	1114	600549		4E280D02	34	12	u	0	0	17	2	CRF	3	8	2		45912	34	12	u	0	0	17	2	HE	21	65	2
1	20	65	2	1	ngHE	HEP17	17	3	19	4	10	8	3	2	3	HEP17_RM3B	4	6	34	12	17	1114	600549		4E280D03	34	12	u	0	0	17	3	CRF	3	8	3		45912	34	12	u	0	0	17	3	HE	20	65	2
1	21	65	4	2	ngHE	HEP17	17	3	18	4	11	8	4	2	3	HEP17_RM3B	4	6	34	12	17	1114	600549		4E280D04	34	12	u	0	0	17	4	CRF	3	8	4		45914	34	12	u	0	0	17	4	HE	21	65	4
1	20	65	4	1	ngHE	HEP17	17	3	17	4	12	8	5	2	3	HEP17_RM3B	4	6	34	12	17	1114	600549		4E280D05	34	12	u	0	0	17	5	CRF	3	8	5		45914	34	12	u	0	0	17	5	HE	20	65	4
1	19	66	5	1	ngHE	HEP17	17	4	40	1	1	1	0	1	4	HEP17_RM4A	1	7	34	12	18	1114	600670		4E281020	34	12	u	0	0	18	0	CRF	4	1	0		45925	34	12	u	0	0	18	0	HE	19	66	5
1	19	66	6	1	ngHE	HEP17	17	4	48	1	2	1	1	1	4	HEP17_RM4A	1	7	34	12	18	1114	600670		4E281021	34	12	u	0	0	18	1	CRF	4	1	1		45926	34	12	u	0	0	18	1	HE	19	66	6
1	22	65	2	2	ngHE	HEP17	17	4	21	1	3	1	2	1	4	HEP17_RM4A	1	7	34	12	18	1114	600670		4E281022	34	12	u	0	0	18	2	CRF	4	1	2		45922	34	12	u	0	0	18	2	HE	22	65	2
1	20	66	2	1	ngHE	HEP17	17	4	22	1	4	1	3	1	4	HEP17_RM4A	1	7	34	12	18	1114	600670		4E281023	34	12	u	0	0	18	3	CRF	4	1	3		45922	34	12	u	0	0	18	3	HE	20	66	2
1	22	65	4	2	ngHE	HEP17	17	4	23	1	5	1	4	1	4	HEP17_RM4A	1	7	34	12	18	1114	600670		4E281024	34	12	u	0	0	18	4	CRF	4	1	4		45924	34	12	u	0	0	18	4	HE	22	65	4
1	20	66	4	1	ngHE	HEP17	17	4	24	1	6	1	5	1	4	HEP17_RM4A	1	7	34	12	18	1114	600670		4E281025	34	12	u	0	0	18	5	CRF	4	1	5		45924	34	12	u	0	0	18	5	HE	20	66	4
1	19	66	1	1	ngHE	HEP17	17	4	7	1	7	2	0	1	4	HEP17_RM4A	2	8	34	12	19	1114	600670		4E281040	34	12	u	0	0	19	0	CRF	4	2	0		45931	34	12	u	0	0	19	0	HE	19	66	1
1	20	66	1	1	ngHE	HEP17	17	4	6	1	8	2	1	1	4	HEP17_RM4A	2	8	34	12	19	1114	600670		4E281041	34	12	u	0	0	19	1	CRF	4	2	1		45931	34	12	u	0	0	19	1	HE	20	66	1
1	22	65	1	2	ngHE	HEP17	17	4	5	1	9	2	2	1	4	HEP17_RM4A	2	8	34	12	19	1114	600670		4E281042	34	12	u	0	0	19	2	CRF	4	2	2		45931	34	12	u	0	0	19	2	HE	22	65	1
1	24	65	1	2	ngHE	HEP17	17	4	4	1	10	2	3	1	4	HEP17_RM4A	2	8	34	12	19	1114	600670		4E281043	34	12	u	0	0	19	3	CRF	4	2	3		45931	34	12	u	0	0	19	3	HE	24	65	1
1	19	66	4	1	ngHE	HEP17	17	4	15	1	11	2	4	1	4	HEP17_RM4A	2	8	34	12	19	1114	600670		4E281044	34	12	u	0	0	19	4	CRF	4	2	4		45934	34	12	u	0	0	19	4	HE	19	66	4
1	26	65	1	2	ngHE	HEP17	17	4	3	1	12	2	5	1	4	HEP17_RM4A	2	8	34	12	19	1114	600670		4E281045	34	12	u	0	0	19	5	CRF	4	2	5		45931	34	12	u	0	0	19	5	HE	26	65	1
1	24	65	6	2	ngHE	HEP17	17	4	45	2	1	3	0	1	4	HEP17_RM4A	3	9	34	12	20	1114	600106		4E281060	34	12	u	0	0	20	0	CRF	4	3	0		45946	34	12	u	0	0	20	0	HE	24	65	6
1	26	65	4	2	ngHE	HEP17	17	4	31	2	2	3	1	1	4	HEP17_RM4A	3	9	34	12	20	1114	600106		4E281061	34	12	u	0	0	20	1	CRF	4	3	1		45944	34	12	u	0	0	20	1	HE	26	65	4
1	20	66	5	1	ngHE	HEP17	17	4	39	2	3	3	2	1	4	HEP17_RM4A	3	9	34	12	20	1114	600106		4E281062	34	12	u	0	0	20	2	CRF	4	3	2		45945	34	12	u	0	0	20	2	HE	20	66	5
1	22	65	6	2	ngHE	HEP17	17	4	46	2	4	3	3	1	4	HEP17_RM4A	3	9	34	12	20	1114	600106		4E281063	34	12	u	0	0	20	3	CRF	4	3	3		45946	34	12	u	0	0	20	3	HE	22	65	6
1	24	65	4	2	ngHE	HEP17	17	4	32	2	5	3	4	1	4	HEP17_RM4A	3	9	34	12	20	1114	600106		4E281064	34	12	u	0	0	20	4	CRF	4	3	4		45944	34	12	u	0	0	20	4	HE	24	65	4
1	20	66	6	1	ngHE	HEP17	17	4	47	2	6	3	5	1	4	HEP17_RM4A	3	9	34	12	20	1114	600106		4E281065	34	12	u	0	0	20	5	CRF	4	3	5		45946	34	12	u	0	0	20	5	HE	20	66	6
1	22	65	5	2	ngHE	HEP17	17	4	38	3	7	6	0	2	4	HEP17_RM4B	2	10	34	12	21	1114	600458		4E2810C0	34	12	u	0	0	21	0	CRF	4	6	0		45955	34	12	u	0	0	21	0	HE	22	65	5
1	24	65	5	2	ngHE	HEP17	17	4	37	3	8	6	1	2	4	HEP17_RM4B	2	10	34	12	21	1114	600458		4E2810C1	34	12	u	0	0	21	1	CRF	4	6	1		45955	34	12	u	0	0	21	1	HE	24	65	5
1	26	65	6	2	ngHE	HEP17	17	4	44	3	9	6	2	2	4	HEP17_RM4B	2	10	34	12	21	1114	600458		4E2810C2	34	12	u	0	0	21	2	CRF	4	6	2		45956	34	12	u	0	0	21	2	HE	26	65	6
1	26	65	5	2	ngHE	HEP17	17	4	36	3	10	6	3	2	4	HEP17_RM4B	2	10	34	12	21	1114	600458		4E2810C3	34	12	u	0	0	21	3	CRF	4	6	3		45955	34	12	u	0	0	21	3	HE	26	65	5
1	19	66	3	1	ngHE	HEP17	17	4	28	3	11	6	4	2	4	HEP17_RM4B	2	10	34	12	21	1114	600458		4E2810C4	34	12	u	0	0	21	4	CRF	4	6	4		45953	34	12	u	0	0	21	4	HE	19	66	3
1	26	65	3	2	ngHE	HEP17	17	4	34	3	12	6	5	2	4	HEP17_RM4B	2	10	34	12	21	1114	600458		4E2810C5	34	12	u	0	0	21	5	CRF	4	6	5		45953	34	12	u	0	0	21	5	HE	26	65	3
1	19	66	2	1	ngHE	HEP17	17	4	9	4	7	8	0	2	4	HEP17_RM4B	4	11	34	12	22	1114	600095		4E281100	34	12	u	0	0	22	0	CRF	4	8	0		45962	34	12	u	0	0	22	0	HE	19	66	2
1	20	66	3	1	ngHE	HEP17	17	4	27	4	8	8	1	2	4	HEP17_RM4B	4	11	34	12	22	1114	600095		4E281101	34	12	u	0	0	22	1	CRF	4	8	1		45963	34	12	u	0	0	22	1	HE	20	66	3
1	22	65	3	2	ngHE	HEP17	17	4	26	4	9	8	2	2	4	HEP17_RM4B	4	11	34	12	22	1114	600095		4E281102	34	12	u	0	0	22	2	CRF	4	8	2		45963	34	12	u	0	0	22	2	HE	22	65	3
1	24	65	3	2	ngHE	HEP17	17	4	25	4	10	8	3	2	4	HEP17_RM4B	4	11	34	12	22	1114	600095		4E281103	34	12	u	0	0	22	3	CRF	4	8	3		45963	34	12	u	0	0	22	3	HE	24	65	3
1	24	65	2	2	ngHE	HEP17	17	4	20	4	11	8	4	2	4	HEP17_RM4B	4	11	34	12	22	1114	600095		4E281104	34	12	u	0	0	22	4	CRF	4	8	4		45962	34	12	u	0	0	22	4	HE	24	65	2
1	26	65	2	2	ngHE	HEP17	17	4	19	4	12	8	5	2	4	HEP17_RM4B	4	11	34	12	22	1114	600095		4E281105	34	12	u	0	0	22	5	CRF	4	8	5		45962	34	12	u	0	0	22	5	HE	26	65	2
